t_s,tau,x_abs_m,z_abs_m,x_rel_O2_mm,z_rel_O2_mm,vx_m_s,vz_m_s,v_m_s,theta_deg,fan_open,A_face_cm2,Fx_qs_mN,Fz_qs_mN,phase
0.636,0.6880,0.04810,-0.05500,-15.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.638,0.6902,0.04880,-0.05500,-14.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.640,0.6923,0.04950,-0.05500,-13.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.642,0.6945,0.05020,-0.05500,-13.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.644,0.6967,0.05090,-0.05500,-12.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.646,0.6988,0.05160,-0.05500,-11.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.648,0.7010,0.05230,-0.05500,-11.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.650,0.7032,0.05300,-0.05500,-10.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.652,0.7053,0.05370,-0.05500,-9.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.654,0.7075,0.05440,-0.05500,-9.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.656,0.7096,0.05510,-0.05500,-8.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.658,0.7118,0.05580,-0.05500,-7.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.660,0.7140,0.05650,-0.05500,-6.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.662,0.7161,0.05720,-0.05500,-6.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.664,0.7183,0.05790,-0.05500,-5.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.666,0.7205,0.05860,-0.05500,-4.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.668,0.7226,0.05930,-0.05500,-4.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.670,0.7248,0.06000,-0.05500,-3.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.672,0.7270,0.06070,-0.05500,-2.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.674,0.7291,0.06140,-0.05500,-2.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.676,0.7313,0.06210,-0.05500,-1.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.678,0.7334,0.06280,-0.05500,-0.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.680,0.7356,0.06350,-0.05500,0.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.682,0.7378,0.06420,-0.05500,0.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.684,0.7399,0.06490,-0.05500,1.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.686,0.7421,0.06560,-0.05500,2.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.688,0.7443,0.06630,-0.05500,2.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.690,0.7464,0.06700,-0.05500,3.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.692,0.7486,0.06770,-0.05500,4.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.694,0.7508,0.06840,-0.05500,5.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.696,0.7529,0.06910,-0.05500,5.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.698,0.7551,0.06980,-0.05500,6.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.700,0.7572,0.07050,-0.05500,7.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.702,0.7594,0.07120,-0.05500,7.80,-59.00,0.3500,-0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.704,0.7616,0.07190,-0.05500,8.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.706,0.7637,0.07260,-0.05500,9.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.708,0.7659,0.07330,-0.05500,9.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.710,0.7681,0.07400,-0.05500,10.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.712,0.7702,0.07470,-0.05500,11.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.714,0.7724,0.07540,-0.05500,12.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.716,0.7746,0.07610,-0.05500,12.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.718,0.7767,0.07680,-0.05500,13.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.720,0.7789,0.07750,-0.05500,14.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.722,0.7810,0.07820,-0.05500,14.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.724,0.7832,0.07890,-0.05500,15.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.726,0.7854,0.07960,-0.05500,16.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.728,0.7875,0.08030,-0.05500,16.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.730,0.7897,0.08100,-0.05500,17.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.732,0.7919,0.08170,-0.05500,18.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.734,0.7940,0.08240,-0.05500,19.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.736,0.7962,0.08310,-0.05500,19.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.738,0.7984,0.08380,-0.05500,20.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.740,0.8005,0.08450,-0.05500,21.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.742,0.8027,0.08520,-0.05500,21.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.744,0.8048,0.08590,-0.05500,22.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.746,0.8070,0.08660,-0.05500,23.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.748,0.8092,0.08730,-0.05500,23.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.750,0.8113,0.08800,-0.05500,24.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.752,0.8135,0.08870,-0.05500,25.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.754,0.8157,0.08940,-0.05500,26.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.756,0.8178,0.09010,-0.05500,26.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.758,0.8200,0.09080,-0.05500,27.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.760,0.8222,0.09150,-0.05500,28.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.762,0.8243,0.09220,-0.05500,28.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.764,0.8265,0.09290,-0.05500,29.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.766,0.8286,0.09360,-0.05500,30.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.768,0.8308,0.09430,-0.05500,30.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.770,0.8330,0.09500,-0.05500,31.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.772,0.8351,0.09570,-0.05500,32.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.774,0.8373,0.09640,-0.05500,33.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.776,0.8395,0.09710,-0.05500,33.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.778,0.8416,0.09780,-0.05500,34.40,-59.00,0.3500,-0.0007,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.780,0.8438,0.09850,-0.05500,35.10,-59.00,0.3499,-0.0072,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.782,0.8460,0.09920,-0.05503,35.80,-59.03,0.3494,-0.0194,0.3500,0.0,0.000,2.35,-17.2,0.0,recovery
0.784,0.8481,0.09990,-0.05508,36.50,-59.08,0.3483,-0.0333,0.3500,0.0,0.000,2.35,-17.1,0.0,recovery
0.786,0.8503,0.10060,-0.05516,37.20,-59.16,0.3466,-0.0477,0.3500,0.0,0.000,2.35,-16.9,0.1,recovery
0.788,0.8524,0.10129,-0.05527,37.89,-59.27,0.3442,-0.0627,0.3500,0.0,0.000,2.35,-16.7,0.1,recovery
0.790,0.8546,0.10197,-0.05541,38.57,-59.41,0.3410,-0.0783,0.3500,0.0,0.000,2.35,-16.4,0.2,recovery
0.792,0.8568,0.10265,-0.05558,39.25,-59.58,0.3369,-0.0942,0.3500,0.0,0.000,2.35,-16.0,0.3,recovery
0.794,0.8589,0.10332,-0.05579,39.92,-59.79,0.3319,-0.1106,0.3500,0.0,0.000,2.35,-15.5,0.4,recovery
0.796,0.8611,0.10398,-0.05603,40.58,-60.03,0.3261,-0.1267,0.3500,0.0,0.000,2.35,-15.0,0.5,recovery
0.798,0.8633,0.10463,-0.05630,41.23,-60.30,0.3191,-0.1433,0.3500,0.0,0.000,2.35,-14.4,0.7,recovery
0.800,0.8654,0.10526,-0.05660,41.86,-60.60,0.3115,-0.1592,0.3500,0.0,0.000,2.35,-13.7,0.9,recovery
0.802,0.8676,0.10587,-0.05693,42.47,-60.93,0.3028,-0.1751,0.3500,0.0,0.000,2.35,-12.9,1.0,recovery
0.804,0.8698,0.10647,-0.05730,43.07,-61.30,0.2934,-0.1906,0.3500,0.0,0.000,2.35,-12.1,1.2,recovery
0.806,0.8719,0.10705,-0.05770,43.65,-61.70,0.2836,-0.2049,0.3500,0.0,0.000,2.35,-11.3,1.4,recovery
0.808,0.8741,0.10760,-0.05812,44.20,-62.12,0.2730,-0.2188,0.3500,0.0,0.000,2.35,-10.5,1.6,recovery
0.810,0.8762,0.10814,-0.05857,44.74,-62.57,0.2623,-0.2315,0.3500,0.0,0.000,2.35,-9.7,1.8,recovery
0.812,0.8784,0.10865,-0.05905,45.25,-63.05,0.2512,-0.2436,0.3500,0.0,0.000,2.35,-8.9,2.0,recovery
0.814,0.8806,0.10914,-0.05955,45.74,-63.55,0.2401,-0.2545,0.3500,0.0,0.000,2.35,-8.1,2.2,recovery
0.816,0.8827,0.10961,-0.06006,46.21,-64.06,0.2290,-0.2646,0.3500,0.0,0.000,2.35,-7.4,2.3,recovery
0.818,0.8849,0.11006,-0.06060,46.66,-64.60,0.2179,-0.2738,0.3500,0.0,0.000,2.35,-6.7,2.5,recovery
0.820,0.8871,0.11048,-0.06116,47.08,-65.16,0.2073,-0.2819,0.3500,0.0,0.000,2.35,-6.1,2.7,recovery
0.822,0.8892,0.11089,-0.06173,47.49,-65.73,0.1981,-0.2885,0.3500,0.0,0.000,2.35,-5.5,2.8,recovery
0.824,0.8914,0.11128,-0.06231,47.88,-66.31,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.826,0.8935,0.11166,-0.06290,48.26,-66.90,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.828,0.8957,0.11205,-0.06348,48.65,-67.48,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.830,0.8979,0.11244,-0.06406,49.04,-68.06,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.832,0.9000,0.11283,-0.06464,49.43,-68.64,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.834,0.9022,0.11322,-0.06523,49.82,-69.23,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.836,0.9044,0.11361,-0.06581,50.21,-69.81,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.838,0.9065,0.11399,-0.06639,50.59,-70.39,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.840,0.9087,0.11438,-0.06697,50.98,-70.97,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.842,0.9109,0.11477,-0.06756,51.37,-71.56,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.844,0.9130,0.11516,-0.06814,51.76,-72.14,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.846,0.9152,0.11555,-0.06872,52.15,-72.72,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.848,0.9173,0.11593,-0.06930,52.53,-73.30,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.850,0.9195,0.11632,-0.06988,52.92,-73.88,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.852,0.9217,0.11671,-0.07047,53.31,-74.47,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.854,0.9238,0.11710,-0.07105,53.70,-75.05,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.856,0.9260,0.11749,-0.07163,54.09,-75.63,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.858,0.9282,0.11788,-0.07221,54.48,-76.21,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.860,0.9303,0.11826,-0.07280,54.86,-76.80,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.862,0.9325,0.11865,-0.07338,55.25,-77.38,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.864,0.9347,0.11904,-0.07396,55.64,-77.96,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.866,0.9368,0.11943,-0.07454,56.03,-78.54,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.868,0.9390,0.11982,-0.07513,56.42,-79.13,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.870,0.9411,0.12021,-0.07571,56.81,-79.71,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.872,0.9433,0.12059,-0.07629,57.19,-80.29,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.874,0.9455,0.12098,-0.07687,57.58,-80.87,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.876,0.9476,0.12137,-0.07746,57.97,-81.46,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.878,0.9498,0.12176,-0.07804,58.36,-82.04,0.1940,-0.2909,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.880,0.9520,0.12215,-0.07862,58.75,-82.62,0.1905,-0.2858,0.3454,0.0,0.010,2.51,-5.5,2.9,recovery
0.882,0.9541,0.12252,-0.07918,59.12,-83.18,0.1829,-0.2744,0.3298,0.0,0.043,3.05,-6.1,3.1,recovery
0.884,0.9563,0.12288,-0.07972,59.48,-83.72,0.1743,-0.2615,0.3142,0.0,0.077,3.59,-6.6,3.2,recovery
0.886,0.9585,0.12322,-0.08023,59.82,-84.23,0.1657,-0.2485,0.2987,0.0,0.110,4.12,-6.8,3.2,recovery
0.888,0.9606,0.12354,-0.08071,60.14,-84.71,0.1571,-0.2356,0.2831,0.0,0.143,4.66,-7.0,3.2,recovery
0.890,0.9628,0.12385,-0.08117,60.45,-85.17,0.1484,-0.2226,0.2676,0.0,0.177,5.20,-7.0,3.2,recovery
0.892,0.9649,0.12414,-0.08160,60.74,-85.60,0.1398,-0.2097,0.2520,0.0,0.210,5.74,-6.8,3.0,recovery
0.894,0.9671,0.12441,-0.08201,61.01,-86.01,0.1312,-0.1968,0.2365,0.0,0.243,6.27,-6.6,2.9,recovery
0.896,0.9693,0.12466,-0.08239,61.26,-86.39,0.1225,-0.1838,0.2209,0.0,0.277,6.81,-6.3,2.7,recovery
0.898,0.9714,0.12490,-0.08274,61.50,-86.74,0.1139,-0.1709,0.2054,0.0,0.310,7.35,-5.9,2.5,recovery
0.900,0.9736,0.12512,-0.08307,61.72,-87.07,0.1053,-0.1579,0.1898,0.0,0.343,7.89,-5.4,2.3,recovery
0.902,0.9758,0.12532,-0.08338,61.92,-87.38,0.0967,-0.1450,0.1742,0.0,0.377,8.42,-4.9,2.1,recovery
0.904,0.9779,0.12550,-0.08365,62.10,-87.65,0.0880,-0.1320,0.1587,0.0,0.410,8.96,-4.3,1.8,recovery
0.906,0.9801,0.12567,-0.08390,62.27,-87.90,0.0794,-0.1191,0.1431,0.0,0.443,9.50,-3.7,1.5,recovery
0.908,0.9823,0.12582,-0.08413,62.42,-88.13,0.0708,-0.1062,0.1276,0.0,0.477,10.04,-3.1,1.3,recovery
0.910,0.9844,0.12595,-0.08433,62.55,-88.33,0.0621,-0.0932,0.1120,0.0,0.510,10.57,-2.6,1.0,recovery
0.912,0.9866,0.12607,-0.08450,62.67,-88.50,0.0535,-0.0803,0.0965,0.0,0.543,11.11,-2.0,0.8,recovery
0.914,0.9887,0.12617,-0.08465,62.77,-88.65,0.0449,-0.0673,0.0809,0.0,0.577,11.65,-1.5,0.6,recovery
0.916,0.9909,0.12625,-0.08477,62.85,-88.77,0.0363,-0.0544,0.0654,0.0,0.610,12.18,-1.0,0.4,recovery
0.918,0.9931,0.12631,-0.08487,62.91,-88.87,0.0276,-0.0414,0.0498,0.0,0.643,12.72,-0.6,0.2,recovery
0.920,0.9952,0.12636,-0.08494,62.96,-88.94,0.0190,-0.0285,0.0342,0.0,0.677,13.26,-0.3,0.1,recovery
0.922,0.9974,0.12639,-0.08498,62.99,-88.98,0.0104,-0.0156,0.0187,0.0,0.710,13.80,-0.1,0.0,recovery
0.924,0.9996,0.12640,-0.08500,63.00,-89.00,0.0061,-0.0091,0.0031,0.0,0.743,14.33,-0.0,0.0,recovery
