t_s,tau,x_abs_m,z_abs_m,x_rel_O2_mm,z_rel_O2_mm,vx_m_s,vz_m_s,v_m_s,theta_deg,fan_open,A_face_cm2,Fx_qs_mN,Fz_qs_mN,phase
0.430,0.6283,0.03982,-0.05843,-23.58,-62.43,0.2654,0.2279,0.3500,0.0,0.000,2.35,-9.9,-1.7,recovery
0.432,0.6312,0.04036,-0.05799,-23.04,-61.99,0.2763,0.2146,0.3500,0.0,0.000,2.35,-10.8,-1.5,recovery
0.434,0.6341,0.04092,-0.05757,-22.48,-61.57,0.2865,0.2008,0.3500,0.0,0.000,2.35,-11.6,-1.4,recovery
0.436,0.6371,0.04151,-0.05719,-21.89,-61.19,0.2964,0.1858,0.3500,0.0,0.000,2.35,-12.4,-1.2,recovery
0.438,0.6400,0.04211,-0.05683,-21.29,-60.83,0.3054,0.1706,0.3500,0.0,0.000,2.35,-13.1,-1.0,recovery
0.440,0.6429,0.04273,-0.05650,-20.67,-60.50,0.3138,0.1546,0.3500,0.0,0.000,2.35,-13.9,-0.8,recovery
0.442,0.6458,0.04337,-0.05621,-20.03,-60.21,0.3214,0.1382,0.3500,0.0,0.000,2.35,-14.6,-0.6,recovery
0.444,0.6487,0.04402,-0.05595,-19.38,-59.95,0.3279,0.1221,0.3500,0.0,0.000,2.35,-15.2,-0.5,recovery
0.446,0.6517,0.04468,-0.05572,-18.72,-59.72,0.3336,0.1055,0.3500,0.0,0.000,2.35,-15.7,-0.4,recovery
0.448,0.6546,0.04535,-0.05553,-18.05,-59.53,0.3382,0.0895,0.3500,0.0,0.000,2.35,-16.1,-0.3,recovery
0.450,0.6575,0.04603,-0.05537,-17.37,-59.37,0.3420,0.0736,0.3500,0.0,0.000,2.35,-16.5,-0.2,recovery
0.452,0.6604,0.04672,-0.05524,-16.68,-59.24,0.3450,0.0582,0.3500,0.0,0.000,2.35,-16.8,-0.1,recovery
0.454,0.6634,0.04741,-0.05513,-15.99,-59.13,0.3472,0.0434,0.3500,0.0,0.000,2.35,-17.0,-0.1,recovery
0.456,0.6663,0.04811,-0.05506,-15.29,-59.06,0.3487,0.0290,0.3500,0.0,0.000,2.35,-17.1,-0.0,recovery
0.458,0.6692,0.04880,-0.05502,-14.60,-59.02,0.3496,0.0157,0.3500,0.0,0.000,2.35,-17.2,-0.0,recovery
0.460,0.6721,0.04950,-0.05500,-13.90,-59.00,0.3499,0.0045,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.462,0.6750,0.05020,-0.05500,-13.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.464,0.6780,0.05090,-0.05500,-12.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.466,0.6809,0.05160,-0.05500,-11.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.468,0.6838,0.05230,-0.05500,-11.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.470,0.6867,0.05300,-0.05500,-10.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.472,0.6897,0.05370,-0.05500,-9.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.474,0.6926,0.05440,-0.05500,-9.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.476,0.6955,0.05510,-0.05500,-8.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.478,0.6984,0.05580,-0.05500,-7.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.480,0.7013,0.05650,-0.05500,-6.90,-59.00,0.3500,-0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.482,0.7043,0.05720,-0.05500,-6.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.484,0.7072,0.05790,-0.05500,-5.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.486,0.7101,0.05860,-0.05500,-4.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.488,0.7130,0.05930,-0.05500,-4.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.490,0.7160,0.06000,-0.05500,-3.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.492,0.7189,0.06070,-0.05500,-2.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.494,0.7218,0.06140,-0.05500,-2.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.496,0.7247,0.06210,-0.05500,-1.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.498,0.7276,0.06280,-0.05500,-0.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.500,0.7306,0.06350,-0.05500,0.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.502,0.7335,0.06420,-0.05500,0.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.504,0.7364,0.06490,-0.05500,1.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.506,0.7393,0.06560,-0.05500,2.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.508,0.7423,0.06630,-0.05500,2.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.510,0.7452,0.06700,-0.05500,3.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.512,0.7481,0.06770,-0.05500,4.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.514,0.7510,0.06840,-0.05500,5.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.516,0.7539,0.06910,-0.05500,5.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.518,0.7569,0.06980,-0.05500,6.40,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.520,0.7598,0.07050,-0.05500,7.10,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.522,0.7627,0.07120,-0.05500,7.80,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.524,0.7656,0.07190,-0.05500,8.50,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.526,0.7686,0.07260,-0.05500,9.20,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.528,0.7715,0.07330,-0.05500,9.90,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.530,0.7744,0.07400,-0.05500,10.60,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.532,0.7773,0.07470,-0.05500,11.30,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.534,0.7802,0.07540,-0.05500,12.00,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.536,0.7832,0.07610,-0.05500,12.70,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.538,0.7861,0.07680,-0.05500,13.40,-59.00,0.3500,-0.0007,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.540,0.7890,0.07750,-0.05500,14.10,-59.00,0.3499,-0.0072,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.542,0.7919,0.07820,-0.05503,14.80,-59.03,0.3494,-0.0194,0.3500,0.0,0.000,2.35,-17.2,0.0,recovery
0.544,0.7949,0.07890,-0.05508,15.50,-59.08,0.3483,-0.0333,0.3500,0.0,0.000,2.35,-17.1,0.0,recovery
0.546,0.7978,0.07960,-0.05516,16.20,-59.16,0.3466,-0.0477,0.3500,0.0,0.000,2.35,-16.9,0.1,recovery
0.548,0.8007,0.08029,-0.05527,16.89,-59.27,0.3442,-0.0627,0.3500,0.0,0.000,2.35,-16.7,0.1,recovery
0.550,0.8036,0.08097,-0.05541,17.57,-59.41,0.3410,-0.0783,0.3500,0.0,0.000,2.35,-16.4,0.2,recovery
0.552,0.8065,0.08165,-0.05558,18.25,-59.58,0.3369,-0.0942,0.3500,0.0,0.000,2.35,-16.0,0.3,recovery
0.554,0.8095,0.08232,-0.05579,18.92,-59.79,0.3319,-0.1106,0.3500,0.0,0.000,2.35,-15.5,0.4,recovery
0.556,0.8124,0.08298,-0.05603,19.58,-60.03,0.3261,-0.1267,0.3500,0.0,0.000,2.35,-15.0,0.5,recovery
0.558,0.8153,0.08363,-0.05630,20.23,-60.30,0.3191,-0.1433,0.3500,0.0,0.000,2.35,-14.4,0.7,recovery
0.560,0.8182,0.08426,-0.05660,20.86,-60.60,0.3115,-0.1592,0.3500,0.0,0.000,2.35,-13.7,0.9,recovery
0.562,0.8212,0.08487,-0.05693,21.47,-60.93,0.3028,-0.1751,0.3500,0.0,0.000,2.35,-12.9,1.0,recovery
0.564,0.8241,0.08547,-0.05730,22.07,-61.30,0.2934,-0.1906,0.3500,0.0,0.000,2.35,-12.1,1.2,recovery
0.566,0.8270,0.08605,-0.05770,22.65,-61.70,0.2836,-0.2049,0.3500,0.0,0.000,2.35,-11.3,1.4,recovery
0.568,0.8299,0.08660,-0.05812,23.20,-62.12,0.2730,-0.2188,0.3500,0.0,0.000,2.35,-10.5,1.6,recovery
0.570,0.8328,0.08714,-0.05857,23.74,-62.57,0.2623,-0.2315,0.3500,0.0,0.000,2.35,-9.7,1.8,recovery
0.572,0.8358,0.08765,-0.05905,24.25,-63.05,0.2512,-0.2436,0.3500,0.0,0.000,2.35,-8.9,2.0,recovery
0.574,0.8387,0.08814,-0.05955,24.74,-63.55,0.2401,-0.2545,0.3500,0.0,0.000,2.35,-8.1,2.2,recovery
0.576,0.8416,0.08861,-0.06006,25.21,-64.06,0.2290,-0.2646,0.3500,0.0,0.000,2.35,-7.4,2.3,recovery
0.578,0.8445,0.08906,-0.06060,25.66,-64.60,0.2179,-0.2738,0.3500,0.0,0.000,2.35,-6.7,2.5,recovery
0.580,0.8475,0.08948,-0.06116,26.08,-65.16,0.2073,-0.2819,0.3500,0.0,0.000,2.35,-6.1,2.7,recovery
0.582,0.8504,0.08989,-0.06173,26.49,-65.73,0.1981,-0.2885,0.3500,0.0,0.000,2.35,-5.5,2.8,recovery
0.584,0.8533,0.09028,-0.06231,26.88,-66.31,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.586,0.8562,0.09066,-0.06290,27.26,-66.90,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.588,0.8591,0.09105,-0.06348,27.65,-67.48,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.590,0.8621,0.09144,-0.06406,28.04,-68.06,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.592,0.8650,0.09183,-0.06464,28.43,-68.64,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.594,0.8679,0.09222,-0.06523,28.82,-69.23,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.596,0.8708,0.09261,-0.06581,29.21,-69.81,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.598,0.8738,0.09299,-0.06639,29.59,-70.39,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.600,0.8767,0.09338,-0.06697,29.98,-70.97,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.602,0.8796,0.09377,-0.06756,30.37,-71.56,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.604,0.8825,0.09416,-0.06814,30.76,-72.14,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.606,0.8854,0.09455,-0.06872,31.15,-72.72,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.608,0.8884,0.09493,-0.06930,31.53,-73.30,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.610,0.8913,0.09532,-0.06988,31.92,-73.88,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.612,0.8942,0.09571,-0.07047,32.31,-74.47,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.614,0.8971,0.09610,-0.07105,32.70,-75.05,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.616,0.9001,0.09649,-0.07163,33.09,-75.63,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.618,0.9030,0.09688,-0.07221,33.48,-76.21,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.620,0.9059,0.09726,-0.07280,33.86,-76.80,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.622,0.9088,0.09765,-0.07338,34.25,-77.38,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.624,0.9117,0.09804,-0.07396,34.64,-77.96,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.626,0.9147,0.09843,-0.07454,35.03,-78.54,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.628,0.9176,0.09882,-0.07513,35.42,-79.13,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.630,0.9205,0.09921,-0.07571,35.81,-79.71,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.632,0.9234,0.09959,-0.07629,36.19,-80.29,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.634,0.9264,0.09998,-0.07687,36.58,-80.87,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.636,0.9293,0.10037,-0.07746,36.97,-81.46,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.638,0.9322,0.10076,-0.07804,37.36,-82.04,0.1940,-0.2909,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.640,0.9351,0.10115,-0.07862,37.75,-82.62,0.1905,-0.2858,0.3454,0.0,0.010,2.51,-5.5,2.9,recovery
0.642,0.9380,0.10152,-0.07918,38.12,-83.18,0.1829,-0.2744,0.3298,0.0,0.043,3.05,-6.1,3.1,recovery
0.644,0.9410,0.10188,-0.07972,38.48,-83.72,0.1743,-0.2615,0.3142,0.0,0.077,3.59,-6.6,3.2,recovery
0.646,0.9439,0.10222,-0.08023,38.82,-84.23,0.1657,-0.2485,0.2987,0.0,0.110,4.12,-6.8,3.2,recovery
0.648,0.9468,0.10254,-0.08071,39.14,-84.71,0.1571,-0.2356,0.2831,0.0,0.143,4.66,-7.0,3.2,recovery
0.650,0.9497,0.10285,-0.08117,39.45,-85.17,0.1484,-0.2226,0.2676,0.0,0.177,5.20,-7.0,3.2,recovery
0.652,0.9527,0.10314,-0.08160,39.74,-85.60,0.1398,-0.2097,0.2520,0.0,0.210,5.74,-6.8,3.0,recovery
0.654,0.9556,0.10341,-0.08201,40.01,-86.01,0.1312,-0.1968,0.2365,0.0,0.243,6.27,-6.6,2.9,recovery
0.656,0.9585,0.10366,-0.08239,40.26,-86.39,0.1225,-0.1838,0.2209,0.0,0.277,6.81,-6.3,2.7,recovery
0.658,0.9614,0.10390,-0.08274,40.50,-86.74,0.1139,-0.1709,0.2054,0.0,0.310,7.35,-5.9,2.5,recovery
0.660,0.9643,0.10412,-0.08307,40.72,-87.07,0.1053,-0.1579,0.1898,0.0,0.343,7.89,-5.4,2.3,recovery
0.662,0.9673,0.10432,-0.08338,40.92,-87.38,0.0967,-0.1450,0.1742,0.0,0.377,8.42,-4.9,2.1,recovery
0.664,0.9702,0.10450,-0.08365,41.10,-87.65,0.0880,-0.1320,0.1587,0.0,0.410,8.96,-4.3,1.8,recovery
0.666,0.9731,0.10467,-0.08390,41.27,-87.90,0.0794,-0.1191,0.1431,0.0,0.443,9.50,-3.7,1.5,recovery
0.668,0.9760,0.10482,-0.08413,41.42,-88.13,0.0708,-0.1062,0.1276,0.0,0.477,10.04,-3.1,1.3,recovery
0.670,0.9790,0.10495,-0.08433,41.55,-88.33,0.0621,-0.0932,0.1120,0.0,0.510,10.57,-2.6,1.0,recovery
0.672,0.9819,0.10507,-0.08450,41.67,-88.50,0.0535,-0.0803,0.0965,0.0,0.543,11.11,-2.0,0.8,recovery
0.674,0.9848,0.10517,-0.08465,41.77,-88.65,0.0449,-0.0673,0.0809,0.0,0.577,11.65,-1.5,0.6,recovery
0.676,0.9877,0.10525,-0.08477,41.85,-88.77,0.0363,-0.0544,0.0654,0.0,0.610,12.18,-1.0,0.4,recovery
0.678,0.9906,0.10531,-0.08487,41.91,-88.87,0.0276,-0.0414,0.0498,0.0,0.643,12.72,-0.6,0.2,recovery
0.680,0.9936,0.10536,-0.08494,41.96,-88.94,0.0190,-0.0285,0.0342,0.0,0.677,13.26,-0.3,0.1,recovery
0.682,0.9965,0.10539,-0.08498,41.99,-88.98,0.0104,-0.0156,0.0187,0.0,0.710,13.80,-0.1,0.0,recovery
0.684,0.9994,0.10540,-0.08500,42.00,-89.00,0.0061,-0.0091,0.0031,0.0,0.743,14.33,-0.0,0.0,recovery
