t_s,tau,x_abs_m,z_abs_m,x_rel_O2_mm,z_rel_O2_mm,vx_m_s,vz_m_s,v_m_s,theta_deg,fan_open,A_face_cm2,Fx_qs_mN,Fz_qs_mN,phase
0.120,0.2126,0.06077,-0.08500,-2.63,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.122,0.2162,0.06008,-0.08500,-3.32,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.124,0.2197,0.05937,-0.08500,-4.03,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.126,0.2233,0.05867,-0.08500,-4.72,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.128,0.2268,0.05797,-0.08500,-5.42,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.130,0.2304,0.05727,-0.08500,-6.12,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.132,0.2339,0.05658,-0.08500,-6.82,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.134,0.2375,0.05587,-0.08500,-7.53,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.136,0.2410,0.05517,-0.08500,-8.23,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.138,0.2445,0.05447,-0.08500,-8.93,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.140,0.2481,0.05377,-0.08500,-9.63,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.142,0.2516,0.05307,-0.08500,-10.33,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.144,0.2552,0.05237,-0.08500,-11.03,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.146,0.2587,0.05168,-0.08500,-11.72,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.148,0.2623,0.05097,-0.08500,-12.42,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.150,0.2658,0.05028,-0.08500,-13.12,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.152,0.2693,0.04958,-0.08500,-13.82,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.154,0.2729,0.04888,-0.08500,-14.52,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.156,0.2764,0.04818,-0.08500,-15.22,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.158,0.2800,0.04747,-0.08500,-15.93,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.160,0.2835,0.04677,-0.08500,-16.62,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.162,0.2871,0.04607,-0.08500,-17.32,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.164,0.2906,0.04537,-0.08500,-18.02,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.166,0.2942,0.04467,-0.08500,-18.72,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.168,0.2977,0.04397,-0.08500,-19.43,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.170,0.3012,0.04328,-0.08500,-20.12,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.172,0.3048,0.04258,-0.08500,-20.82,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.174,0.3083,0.04188,-0.08500,-21.52,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.176,0.3119,0.04117,-0.08500,-22.23,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.178,0.3154,0.04047,-0.08500,-22.93,-89.00,-0.3500,0.0000,0.3500,0.0,1.000,18.47,146.9,-0.0,power
0.180,0.3190,0.03977,-0.08500,-23.62,-89.00,-0.3461,0.0000,0.3500,0.0,1.000,18.47,143.7,-0.0,power
0.182,0.3225,0.03909,-0.08500,-24.31,-89.00,-0.3344,0.0000,0.3344,0.0,0.967,17.94,129.9,-0.0,power
0.184,0.3261,0.03844,-0.08500,-24.96,-89.00,-0.3189,0.0000,0.3189,0.0,0.933,17.40,114.3,-0.0,power
0.186,0.3296,0.03782,-0.08500,-25.58,-89.00,-0.3033,0.0000,0.3033,0.0,0.900,16.86,99.9,-0.0,power
0.188,0.3331,0.03722,-0.08500,-26.18,-89.00,-0.2878,0.0000,0.2878,0.0,0.867,16.32,86.9,-0.0,power
0.190,0.3367,0.03666,-0.08500,-26.74,-89.00,-0.2722,0.0000,0.2722,0.0,0.833,15.79,75.0,-0.0,power
0.192,0.3402,0.03614,-0.08500,-27.26,-89.00,-0.2567,0.0000,0.2567,0.0,0.800,15.25,64.2,-0.0,power
0.194,0.3438,0.03564,-0.08500,-27.76,-89.00,-0.2411,0.0000,0.2411,0.0,0.767,14.71,54.5,-0.0,power
0.196,0.3473,0.03517,-0.08500,-28.23,-89.00,-0.2256,0.0000,0.2256,0.0,0.733,14.17,45.9,-0.0,power
0.198,0.3509,0.03474,-0.08500,-28.66,-89.00,-0.2100,0.0000,0.2100,0.0,0.700,13.64,38.1,-0.0,power
0.200,0.3544,0.03433,-0.08500,-29.07,-89.00,-0.1944,0.0000,0.1944,0.0,0.667,13.10,31.3,-0.0,power
0.202,0.3580,0.03396,-0.08500,-29.44,-89.00,-0.1789,0.0000,0.1789,0.0,0.633,12.56,25.4,-0.0,power
0.204,0.3615,0.03361,-0.08500,-29.79,-89.00,-0.1633,0.0000,0.1633,0.0,0.600,12.02,20.2,-0.0,power
0.206,0.3650,0.03330,-0.08500,-30.10,-89.00,-0.1478,0.0000,0.1478,0.0,0.567,11.49,15.7,-0.0,power
0.208,0.3686,0.03302,-0.08500,-30.38,-89.00,-0.1322,0.0000,0.1322,0.0,0.533,10.95,12.0,-0.0,power
0.210,0.3721,0.03278,-0.08500,-30.62,-89.00,-0.1167,0.0000,0.1167,0.0,0.500,10.41,8.8,-0.0,power
0.212,0.3757,0.03256,-0.08500,-30.84,-89.00,-0.1011,0.0000,0.1011,0.0,0.467,9.87,6.3,-0.0,power
0.214,0.3792,0.03237,-0.08500,-31.03,-89.00,-0.0856,0.0000,0.0856,0.0,0.433,9.34,4.2,-0.0,power
0.216,0.3828,0.03221,-0.08500,-31.19,-89.00,-0.0700,0.0000,0.0700,0.0,0.400,8.80,2.7,-0.0,power
0.218,0.3863,0.03209,-0.08500,-31.31,-89.00,-0.0544,0.0000,0.0544,0.0,0.367,8.26,1.5,-0.0,power
0.220,0.3898,0.03200,-0.08500,-31.40,-89.00,-0.0389,0.0000,0.0389,0.0,0.333,7.73,0.7,-0.0,power
0.222,0.3934,0.03194,-0.08500,-31.46,-89.00,-0.0233,0.0000,0.0233,0.0,0.300,7.19,0.2,-0.0,power
0.224,0.3969,0.03190,-0.08500,-31.50,-89.00,-0.0088,0.0000,0.0078,0.0,0.267,6.65,0.0,-0.0,power
0.226,0.4005,0.03190,-0.08500,-31.50,-89.00,-0.0010,0.0000,0.0000,0.0,0.233,6.11,0.0,-0.0,pause
0.228,0.4040,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.200,5.58,-0.0,0.0,pause
0.230,0.4076,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.167,5.04,-0.0,0.0,pause
0.232,0.4111,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.133,4.50,-0.0,0.0,pause
0.234,0.4147,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.100,3.96,-0.0,0.0,pause
0.236,0.4182,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.067,3.43,-0.0,0.0,pause
0.238,0.4217,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.033,2.89,-0.0,0.0,pause
0.240,0.4253,0.03190,-0.08500,-31.50,-89.00,-0.0000,0.0000,0.0000,0.0,0.000,2.35,0.0,-0.0,pause
0.242,0.4288,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.244,0.4324,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.246,0.4359,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.248,0.4395,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.250,0.4430,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.252,0.4466,0.03190,-0.08500,-31.50,-89.00,0.0000,0.0000,0.0000,0.0,0.000,2.35,-0.0,0.0,pause
0.254,0.4501,0.03190,-0.08500,-31.50,-89.00,0.0005,0.0008,0.0000,0.0,0.000,2.35,-0.0,-0.0,pause
0.256,0.4536,0.03190,-0.08500,-31.50,-89.00,0.0049,0.0073,0.0078,0.0,0.000,2.35,-0.0,-0.0,recovery
0.258,0.4572,0.03192,-0.08497,-31.48,-88.97,0.0129,0.0194,0.0233,0.0,0.000,2.35,-0.0,-0.0,recovery
0.260,0.4607,0.03195,-0.08492,-31.45,-88.92,0.0216,0.0324,0.0389,0.0,0.000,2.35,-0.1,-0.0,recovery
0.262,0.4643,0.03201,-0.08484,-31.39,-88.84,0.0302,0.0453,0.0544,0.0,0.000,2.35,-0.1,-0.1,recovery
0.264,0.4678,0.03207,-0.08474,-31.33,-88.74,0.0388,0.0582,0.0700,0.0,0.000,2.35,-0.2,-0.1,recovery
0.266,0.4714,0.03216,-0.08461,-31.24,-88.61,0.0475,0.0712,0.0856,0.0,0.000,2.35,-0.3,-0.2,recovery
0.268,0.4749,0.03226,-0.08445,-31.14,-88.45,0.0561,0.0841,0.1011,0.0,0.000,2.35,-0.4,-0.2,recovery
0.270,0.4784,0.03239,-0.08427,-31.01,-88.27,0.0647,0.0971,0.1167,0.0,0.000,2.35,-0.6,-0.3,recovery
0.272,0.4820,0.03252,-0.08406,-30.88,-88.06,0.0733,0.1100,0.1322,0.0,0.000,2.35,-0.8,-0.4,recovery
0.274,0.4855,0.03268,-0.08383,-30.72,-87.83,0.0820,0.1230,0.1478,0.0,0.000,2.35,-0.9,-0.5,recovery
0.276,0.4891,0.03285,-0.08357,-30.55,-87.57,0.0906,0.1359,0.1633,0.0,0.000,2.35,-1.2,-0.6,recovery
0.278,0.4926,0.03304,-0.08329,-30.36,-87.29,0.0992,0.1488,0.1789,0.0,0.000,2.35,-1.4,-0.7,recovery
0.280,0.4962,0.03325,-0.08298,-30.15,-86.98,0.1079,0.1618,0.1944,0.0,0.000,2.35,-1.6,-0.9,recovery
0.282,0.4997,0.03347,-0.08264,-29.93,-86.64,0.1165,0.1747,0.2100,0.0,0.000,2.35,-1.9,-1.0,recovery
0.284,0.5033,0.03371,-0.08228,-29.69,-86.28,0.1251,0.1877,0.2256,0.0,0.000,2.35,-2.2,-1.2,recovery
0.286,0.5068,0.03397,-0.08189,-29.43,-85.89,0.1337,0.2006,0.2411,0.0,0.000,2.35,-2.5,-1.4,recovery
0.288,0.5103,0.03425,-0.08148,-29.15,-85.48,0.1424,0.2136,0.2567,0.0,0.000,2.35,-2.9,-1.5,recovery
0.290,0.5139,0.03454,-0.08104,-28.86,-85.04,0.1510,0.2265,0.2722,0.0,0.000,2.35,-3.2,-1.7,recovery
0.292,0.5174,0.03485,-0.08057,-28.55,-84.57,0.1596,0.2394,0.2878,0.0,0.000,2.35,-3.6,-1.9,recovery
0.294,0.5210,0.03518,-0.08008,-28.22,-84.08,0.1683,0.2524,0.3033,0.0,0.000,2.35,-4.0,-2.1,recovery
0.296,0.5245,0.03553,-0.07956,-27.87,-83.56,0.1769,0.2653,0.3189,0.0,0.000,2.35,-4.4,-2.4,recovery
0.298,0.5281,0.03589,-0.07902,-27.51,-83.02,0.1855,0.2783,0.3344,0.0,0.000,2.35,-4.9,-2.6,recovery
0.300,0.5316,0.03627,-0.07845,-27.13,-82.45,0.1920,0.2880,0.3500,0.0,0.000,2.35,-5.2,-2.8,recovery
0.302,0.5352,0.03666,-0.07787,-26.74,-81.87,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.304,0.5387,0.03704,-0.07728,-26.36,-81.28,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.306,0.5422,0.03743,-0.07670,-25.97,-80.70,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.308,0.5458,0.03782,-0.07612,-25.58,-80.12,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.310,0.5493,0.03821,-0.07554,-25.19,-79.54,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.312,0.5529,0.03860,-0.07495,-24.80,-78.95,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.314,0.5564,0.03899,-0.07437,-24.41,-78.37,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.316,0.5600,0.03937,-0.07379,-24.03,-77.79,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.318,0.5635,0.03976,-0.07321,-23.64,-77.21,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.320,0.5671,0.04015,-0.07262,-23.25,-76.62,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.322,0.5706,0.04054,-0.07204,-22.86,-76.04,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.324,0.5741,0.04093,-0.07146,-22.47,-75.46,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.326,0.5777,0.04132,-0.07088,-22.08,-74.88,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.328,0.5812,0.04170,-0.07029,-21.70,-74.29,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.330,0.5848,0.04209,-0.06971,-21.31,-73.71,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.332,0.5883,0.04248,-0.06913,-20.92,-73.13,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.334,0.5919,0.04287,-0.06855,-20.53,-72.55,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.336,0.5954,0.04326,-0.06796,-20.14,-71.96,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.338,0.5989,0.04365,-0.06738,-19.75,-71.38,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.340,0.6025,0.04403,-0.06680,-19.37,-70.80,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.342,0.6060,0.04442,-0.06622,-18.98,-70.22,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.344,0.6096,0.04481,-0.06563,-18.59,-69.63,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.346,0.6131,0.04520,-0.06505,-18.20,-69.05,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.348,0.6167,0.04559,-0.06447,-17.81,-68.47,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.350,0.6202,0.04598,-0.06389,-17.42,-67.89,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.352,0.6238,0.04636,-0.06330,-17.04,-67.30,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.354,0.6273,0.04675,-0.06272,-16.65,-66.72,0.1941,0.2912,0.3500,0.0,0.000,2.35,-5.3,-2.8,recovery
0.356,0.6308,0.04714,-0.06214,-16.26,-66.14,0.1949,0.2907,0.3500,0.0,0.000,2.35,-5.4,-2.8,recovery
0.358,0.6344,0.04753,-0.06156,-15.87,-65.56,0.2004,0.2868,0.3500,0.0,0.000,2.35,-5.7,-2.8,recovery
0.360,0.6379,0.04794,-0.06099,-15.46,-64.99,0.2106,0.2794,0.3500,0.0,0.000,2.35,-6.3,-2.6,recovery
0.362,0.6415,0.04837,-0.06044,-15.03,-64.44,0.2218,0.2706,0.3500,0.0,0.000,2.35,-6.9,-2.5,recovery
0.364,0.6450,0.04883,-0.05991,-14.57,-63.91,0.2329,0.2611,0.3500,0.0,0.000,2.35,-7.6,-2.3,recovery
0.366,0.6486,0.04931,-0.05940,-14.09,-63.40,0.2441,0.2506,0.3500,0.0,0.000,2.35,-8.4,-2.1,recovery
0.368,0.6521,0.04981,-0.05891,-13.59,-62.91,0.2554,0.2391,0.3500,0.0,0.000,2.35,-9.2,-1.9,recovery
0.370,0.6557,0.05033,-0.05844,-13.07,-62.44,0.2663,0.2268,0.3500,0.0,0.000,2.35,-10.0,-1.7,recovery
0.372,0.6592,0.05087,-0.05800,-12.53,-62.00,0.2772,0.2135,0.3500,0.0,0.000,2.35,-10.8,-1.5,recovery
0.374,0.6627,0.05144,-0.05759,-11.96,-61.59,0.2873,0.1996,0.3500,0.0,0.000,2.35,-11.6,-1.3,recovery
0.376,0.6663,0.05202,-0.05720,-11.38,-61.20,0.2971,0.1847,0.3500,0.0,0.000,2.35,-12.4,-1.1,recovery
0.378,0.6698,0.05262,-0.05685,-10.78,-60.85,0.3060,0.1696,0.3500,0.0,0.000,2.35,-13.2,-1.0,recovery
0.380,0.6734,0.05324,-0.05652,-10.16,-60.52,0.3143,0.1537,0.3500,0.0,0.000,2.35,-13.9,-0.8,recovery
0.382,0.6769,0.05388,-0.05623,-9.52,-60.23,0.3217,0.1376,0.3500,0.0,0.000,2.35,-14.6,-0.6,recovery
0.384,0.6805,0.05453,-0.05597,-8.87,-59.97,0.3280,0.1216,0.3500,0.0,0.000,2.35,-15.2,-0.5,recovery
0.386,0.6840,0.05519,-0.05575,-8.21,-59.75,0.3336,0.1055,0.3500,0.0,0.000,2.35,-15.7,-0.4,recovery
0.388,0.6876,0.05587,-0.05555,-7.53,-59.55,0.3381,0.0898,0.3500,0.0,0.000,2.35,-16.1,-0.3,recovery
0.390,0.6911,0.05655,-0.05539,-6.85,-59.39,0.3419,0.0743,0.3500,0.0,0.000,2.35,-16.5,-0.2,recovery
0.392,0.6946,0.05723,-0.05525,-6.17,-59.25,0.3448,0.0593,0.3500,0.0,0.000,2.35,-16.8,-0.1,recovery
0.394,0.6982,0.05793,-0.05515,-5.47,-59.15,0.3470,0.0450,0.3500,0.0,0.000,2.35,-17.0,-0.1,recovery
