t_s,tau,x_abs_m,z_abs_m,x_rel_O2_mm,z_rel_O2_mm,vx_m_s,vz_m_s,v_m_s,theta_deg,fan_open,A_face_cm2,Fx_qs_mN,Fz_qs_mN,phase
0.396,0.7017,0.05862,-0.05507,-4.78,-59.07,0.3485,0.0311,0.3500,0.0,0.000,2.35,-17.1,-0.0,recovery
0.398,0.7053,0.05932,-0.05503,-4.08,-59.03,0.3495,0.0179,0.3500,0.0,0.000,2.35,-17.2,-0.0,recovery
0.400,0.7088,0.06002,-0.05500,-3.38,-59.00,0.3499,0.0064,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.402,0.7124,0.06072,-0.05500,-2.68,-59.00,0.3500,0.0004,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.404,0.7159,0.06142,-0.05500,-1.98,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.406,0.7194,0.06212,-0.05500,-1.28,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.408,0.7230,0.06282,-0.05500,-0.58,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.410,0.7265,0.06352,-0.05500,0.12,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.412,0.7301,0.06422,-0.05500,0.82,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.414,0.7336,0.06492,-0.05500,1.52,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.416,0.7372,0.06562,-0.05500,2.22,-59.00,0.3500,0.0000,0.3500,0.0,0.000,2.35,-17.3,-0.0,recovery
0.418,0.7407,0.06632,-0.05500,2.92,-59.00,0.3500,-0.0019,0.3500,0.0,0.000,2.35,-17.3,0.0,recovery
0.420,0.7443,0.06702,-0.05501,3.62,-59.01,0.3498,-0.0094,0.3500,0.0,0.000,2.35,-17.2,0.0,recovery
0.422,0.7478,0.06772,-0.05504,4.32,-59.04,0.3492,-0.0224,0.3500,0.0,0.000,2.35,-17.2,0.0,recovery
0.424,0.7513,0.06842,-0.05510,5.02,-59.10,0.3481,-0.0359,0.3500,0.0,0.000,2.35,-17.1,0.0,recovery
0.426,0.7549,0.06911,-0.05518,5.71,-59.18,0.3463,-0.0497,0.3500,0.0,0.000,2.35,-16.9,0.1,recovery
0.428,0.7584,0.06980,-0.05530,6.40,-59.30,0.3439,-0.0644,0.3500,0.0,0.000,2.35,-16.7,0.1,recovery
0.430,0.7620,0.07049,-0.05544,7.09,-59.44,0.3407,-0.0795,0.3500,0.0,0.000,2.35,-16.4,0.2,recovery
0.432,0.7655,0.07116,-0.05561,7.76,-59.61,0.3367,-0.0950,0.3500,0.0,0.000,2.35,-16.0,0.3,recovery
0.434,0.7691,0.07183,-0.05582,8.43,-59.82,0.3318,-0.1110,0.3500,0.0,0.000,2.35,-15.5,0.4,recovery
0.436,0.7726,0.07249,-0.05606,9.09,-60.06,0.3260,-0.1269,0.3500,0.0,0.000,2.35,-15.0,0.5,recovery
0.438,0.7762,0.07314,-0.05633,9.74,-60.33,0.3192,-0.1431,0.3500,0.0,0.000,2.35,-14.4,0.7,recovery
0.440,0.7797,0.07377,-0.05663,10.37,-60.63,0.3115,-0.1593,0.3500,0.0,0.000,2.35,-13.7,0.9,recovery
0.442,0.7832,0.07438,-0.05696,10.98,-60.96,0.3031,-0.1746,0.3500,0.0,0.000,2.35,-13.0,1.0,recovery
0.444,0.7868,0.07498,-0.05733,11.58,-61.33,0.2938,-0.1900,0.3500,0.0,0.000,2.35,-12.2,1.2,recovery
0.446,0.7903,0.07556,-0.05772,12.16,-61.72,0.2840,-0.2043,0.3500,0.0,0.000,2.35,-11.4,1.4,recovery
0.448,0.7939,0.07612,-0.05815,12.72,-62.15,0.2735,-0.2182,0.3500,0.0,0.000,2.35,-10.5,1.6,recovery
0.450,0.7974,0.07665,-0.05860,13.25,-62.60,0.2627,-0.2310,0.3500,0.0,0.000,2.35,-9.7,1.8,recovery
0.452,0.8010,0.07717,-0.05907,13.77,-63.07,0.2516,-0.2431,0.3500,0.0,0.000,2.35,-8.9,2.0,recovery
0.454,0.8045,0.07766,-0.05957,14.26,-63.57,0.2403,-0.2543,0.3500,0.0,0.000,2.35,-8.1,2.2,recovery
0.456,0.8080,0.07813,-0.06009,14.73,-64.09,0.2291,-0.2644,0.3500,0.0,0.000,2.35,-7.4,2.3,recovery
0.458,0.8116,0.07857,-0.06063,15.17,-64.63,0.2179,-0.2738,0.3500,0.0,0.000,2.35,-6.7,2.5,recovery
0.460,0.8151,0.07900,-0.06118,15.60,-65.18,0.2071,-0.2820,0.3500,0.0,0.000,2.35,-6.0,2.7,recovery
0.462,0.8187,0.07940,-0.06175,16.00,-65.75,0.1979,-0.2886,0.3500,0.0,0.000,2.35,-5.5,2.8,recovery
0.464,0.8222,0.07979,-0.06234,16.39,-66.34,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.466,0.8258,0.08018,-0.06292,16.78,-66.92,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.468,0.8293,0.08057,-0.06350,17.17,-67.50,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.470,0.8329,0.08096,-0.06408,17.56,-68.08,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.472,0.8364,0.08134,-0.06467,17.94,-68.67,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.474,0.8399,0.08173,-0.06525,18.33,-69.25,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.476,0.8435,0.08212,-0.06583,18.72,-69.83,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.478,0.8470,0.08251,-0.06641,19.11,-70.41,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.480,0.8506,0.08290,-0.06700,19.50,-71.00,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.482,0.8541,0.08329,-0.06758,19.89,-71.58,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.484,0.8577,0.08367,-0.06816,20.27,-72.16,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.486,0.8612,0.08406,-0.06874,20.66,-72.74,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.488,0.8648,0.08445,-0.06933,21.05,-73.33,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.490,0.8683,0.08484,-0.06991,21.44,-73.91,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.492,0.8718,0.08523,-0.07049,21.83,-74.49,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.494,0.8754,0.08562,-0.07107,22.22,-75.07,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.496,0.8789,0.08600,-0.07166,22.60,-75.66,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.498,0.8825,0.08639,-0.07224,22.99,-76.24,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.500,0.8860,0.08678,-0.07282,23.38,-76.82,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.502,0.8896,0.08717,-0.07340,23.77,-77.40,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.504,0.8931,0.08756,-0.07399,24.16,-77.99,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.506,0.8967,0.08795,-0.07457,24.55,-78.57,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.508,0.9002,0.08833,-0.07515,24.93,-79.15,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.510,0.9037,0.08872,-0.07573,25.32,-79.73,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.512,0.9073,0.08911,-0.07632,25.71,-80.32,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.514,0.9108,0.08950,-0.07690,26.10,-80.90,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.516,0.9144,0.08989,-0.07748,26.49,-81.48,0.1941,-0.2912,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.518,0.9179,0.09027,-0.07806,26.87,-82.06,0.1939,-0.2908,0.3500,0.0,0.000,2.35,-5.3,2.8,recovery
0.520,0.9215,0.09066,-0.07864,27.26,-82.64,0.1903,-0.2854,0.3447,0.0,0.011,2.53,-5.5,2.9,recovery
0.522,0.9250,0.09104,-0.07920,27.64,-83.20,0.1826,-0.2739,0.3292,0.0,0.045,3.07,-6.2,3.1,recovery
0.524,0.9285,0.09139,-0.07974,27.99,-83.74,0.1740,-0.2609,0.3136,0.0,0.078,3.61,-6.6,3.2,recovery
0.526,0.9321,0.09173,-0.08025,28.33,-84.25,0.1653,-0.2480,0.2981,0.0,0.111,4.15,-6.9,3.2,recovery
0.528,0.9356,0.09205,-0.08073,28.65,-84.73,0.1567,-0.2351,0.2825,0.0,0.145,4.68,-7.0,3.2,recovery
0.530,0.9392,0.09236,-0.08119,28.96,-85.19,0.1481,-0.2221,0.2670,0.0,0.178,5.22,-7.0,3.1,recovery
0.532,0.9427,0.09265,-0.08162,29.25,-85.62,0.1394,-0.2092,0.2514,0.0,0.211,5.76,-6.8,3.0,recovery
0.534,0.9463,0.09292,-0.08202,29.52,-86.02,0.1308,-0.1962,0.2358,0.0,0.245,6.30,-6.6,2.9,recovery
0.536,0.9498,0.09317,-0.08240,29.77,-86.40,0.1222,-0.1833,0.2203,0.0,0.278,6.83,-6.3,2.7,recovery
0.538,0.9534,0.09341,-0.08276,30.01,-86.76,0.1136,-0.1703,0.2047,0.0,0.311,7.37,-5.8,2.5,recovery
0.540,0.9569,0.09362,-0.08309,30.22,-87.09,0.1049,-0.1574,0.1892,0.0,0.345,7.91,-5.4,2.3,recovery
0.542,0.9604,0.09383,-0.08339,30.43,-87.39,0.0963,-0.1445,0.1736,0.0,0.378,8.44,-4.8,2.0,recovery
0.544,0.9640,0.09401,-0.08366,30.61,-87.66,0.0877,-0.1315,0.1581,0.0,0.411,8.98,-4.3,1.8,recovery
0.546,0.9675,0.09418,-0.08391,30.78,-87.91,0.0790,-0.1186,0.1425,0.0,0.445,9.52,-3.7,1.5,recovery
0.548,0.9711,0.09433,-0.08414,30.93,-88.14,0.0704,-0.1056,0.1270,0.0,0.478,10.06,-3.1,1.3,recovery
0.550,0.9746,0.09446,-0.08434,31.06,-88.34,0.0618,-0.0927,0.1114,0.0,0.511,10.59,-2.5,1.0,recovery
0.552,0.9782,0.09457,-0.08451,31.17,-88.51,0.0532,-0.0797,0.0958,0.0,0.545,11.13,-2.0,0.8,recovery
0.554,0.9817,0.09467,-0.08466,31.27,-88.66,0.0445,-0.0668,0.0803,0.0,0.578,11.67,-1.5,0.6,recovery
0.556,0.9853,0.09475,-0.08478,31.35,-88.78,0.0359,-0.0539,0.0647,0.0,0.611,12.21,-1.0,0.4,recovery
0.558,0.9888,0.09481,-0.08487,31.41,-88.87,0.0273,-0.0409,0.0492,0.0,0.645,12.74,-0.6,0.2,recovery
0.560,0.9923,0.09486,-0.08494,31.46,-88.94,0.0186,-0.0280,0.0336,0.0,0.678,13.28,-0.3,0.1,recovery
0.562,0.9959,0.09489,-0.08498,31.49,-88.98,0.0100,-0.0150,0.0181,0.0,0.711,13.82,-0.1,0.0,recovery
0.564,0.9994,0.09490,-0.08500,31.50,-89.00,0.0057,-0.0086,0.0025,0.0,0.745,14.36,-0.0,0.0,recovery
